CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,PER_CAPITA_TNC_TRIPS_HI_OPEX_BUS,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS,PER_CAPITA_TNC_TRIPS_NEW_YORK_BUS,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,PER_CAPITA_TNC_TRIPS_HI_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_NEW_YORK_BUS_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,1,2004,201,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2005,201,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2006,223,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2007,291,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2008,315,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2009,337,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2010,337,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2011,360,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2012,382,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2013,382,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2014,382,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2015,429,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2016,429,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2017,453,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2018,475,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2002,2044,102096123.9011,0.0,102096123.9011,0.0,96054198.8588643,0.0,2348829.1506419135,0.8902581781064114,606352.197286853,1.9276307177453522,33597.73755668909,6.29927834655003,0.23988291594394387,3.341599539598135,0.0,0.0,0.0,0.0,0.02777417879984226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102096123.9011,102096123.9011
3.0,0,2003,2467,122110685.4121,102096123.9011,126465494.80180003,4354809.389700018,122030655.46353142,7635822.861386959,2133746.090209377,0.8242005660242278,573831.0629962279,2.1680348697914154,32811.39799007528,6.321643076797528,0.235188829873355,3.2526141583553287,0.0,0.0,0.0,0.0,0.023221849835911374,0.0,2211287.2939478145,2035530.260589415,824692.7481397876,1876674.6518884315,1047029.420568168,107315.7319632532,-286212.1839842548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7816317.923112613,8403262.280684797,-4048452.890984781,20014561.510999996,24369370.900700007
3.0,0,2004,2890,158023343.7193,126465494.80180003,165941440.666,2755898.657599981,166335585.61900777,9860849.576008182,2224597.760665231,0.8460603339502341,593365.9051765652,2.4949947265849284,30505.828385457695,6.774226517650915,0.2439136014881451,3.1387905395795737,0.0,0.0,0.0,0.0,0.01794441209291835,0.0,2835670.690696369,-794779.482977294,1226701.691411451,2784601.0946017182,1816769.7291756854,125108.73616238132,-70138.35377698227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7923934.105293324,8416406.622205608,-5660507.964605628,35912658.30720001,38668556.96479997
3.0,0,2005,3377,180731374.27350003,165941440.666,191530956.93330002,2881485.7131000115,196822552.2966404,7602253.858554654,2060765.271860627,0.8107877110339827,612106.2882864119,2.964633773610234,29217.340588649706,6.936421301343959,0.2271170844213171,3.1449044302016897,0.0,0.0,0.0,0.0,0.01568978275852008,0.0,-827888.0989727629,368358.94821815286,1684131.2608057398,4829617.991941891,2256032.7628321275,207854.0642654008,-573179.6347189414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7944927.294371608,8645861.299542753,-5764375.586442744,22708030.554199994,25589516.26730001
3.0,0,2006,4129,209867241.5442,191530956.93330002,235706232.02290002,15039407.818900019,245658902.94055435,18743030.017520655,1958081.1576859187,0.8368119171776801,611867.9204720316,3.255991439691726,27712.787313345147,6.9599208623583895,0.22355081760827783,3.5928622145569364,0.0,0.0,0.0,0.0,0.013511570358172305,0.0,8252431.734222934,-122325.58810804173,2069153.0397830338,3003257.53114644,3736321.445593211,199088.19668618674,-53000.216969228815,-22007.128094154465,0.0,0.0,0.0,0.0,0.0,0.0,17062919.01426039,17851063.015409723,-2811655.196509704,29135867.27069999,44175275.089600004
3.0,0,2007,4421,222050791.2975,235706232.02290002,257452907.74940005,9563125.973199986,268920297.68521386,10309118.080173388,1975076.6476497676,0.8370771938747427,610618.5081088651,3.4354089729660098,27964.140105004877,7.101064548760447,0.21660968906935243,3.6709370321726356,0.0,0.0,0.0,0.0,0.012770213442747256,0.0,7764690.951454095,173188.64156329588,863876.6668057141,2209940.908097455,-816926.4932364922,117071.52344121001,-471357.17360295035,-8204.817591260478,0.0,0.0,0.0,0.0,0.0,0.0,9832280.206931064,9867601.115830379,-304475.14263038954,12183549.7533,21746675.726499975
3.0,0,2008,4421,222050791.2975,257452907.74940005,277118623.8503,19665716.10089999,279043669.20406765,10123371.518853812,1996408.604445204,0.8211420594493523,613243.4905354729,3.8563513017785596,28155.981014692206,7.082449619904125,0.21166986255262912,3.7094399456062357,0.0,0.0,0.0,0.0,0.012770213442747256,0.0,3439985.1713623437,1589376.926140571,326829.9409927824,5317796.827085707,-529720.5407698087,-1765.710045376654,-640965.809042003,38.09452464195175,0.0,0.0,0.0,0.0,0.0,0.0,9501574.900248861,9837967.115602206,9827748.985297805,0.0,19665716.10089999
3.0,0,2009,4488,233195479.15750003,277118623.8503,282138351.6146,-6124960.095700018,279195806.3290439,-9660666.212209791,1983827.24626711,0.8680853327398937,595386.1080545214,2.7891381876959076,26533.10118753961,7.155946871318827,0.21859765226595002,3.704411678428573,0.0,0.0,0.0,0.0,0.012159909832920963,0.0,5557812.548885192,-4818598.878644511,-260729.87077404614,-15077782.474466374,4840920.443768283,127787.50961890665,1065775.0779975434,3930.125804960274,0.0,0.0,0.0,0.0,0.0,0.0,-8560885.517810043,-8568920.964808352,2443960.869108331,11144687.860000001,5019727.764299985
3.0,0,2010,4519,233966460.15750003,282138351.6146,284999038.803,3024508.188400007,289872051.0073966,10951079.96351022,1947002.919313068,0.8498338003469483,599725.5218969773,3.2360194898549626,26488.378144430622,7.345032199711044,0.22158514924630582,4.0758029693171025,0.0,0.0,0.0,0.0,0.028812116896849625,0.0,1389590.2969065644,1527116.0882745578,683856.1055250824,7334718.606966012,-362054.85044517805,413356.53875965823,468251.7070926192,-27532.907617570523,0.0,0.0,0.0,0.0,-9865.651638801886,0.0,11417435.933822945,11673524.706289144,-8649016.51788914,770981.0000000007,3795489.1884000087
3.0,0,2011,4618,234783255.7833,284999038.803,303959152.0491,17154209.620300002,306583187.17286897,14788827.556855662,1923695.1721766135,0.8146936750104777,602527.5774780547,3.9918521435583494,26309.20531400401,7.481010224206477,0.21518040822534618,3.9014006043699028,0.0,0.0,0.0,0.0,0.02871188142233561,0.0,-223853.92200017194,3870581.051385715,450889.8097137142,10573758.047789838,714970.0353742013,271604.6759089333,-1080033.602417249,7370.577341146156,0.0,0.0,0.0,0.0,0.0,0.0,14585286.673096132,14789118.2008085,2365091.419491501,816795.6257999995,17971005.24610001
3.0,0,2012,4652,235208657.7833,303959152.0491,313235882.6643999,8851328.615299918,303526448.37300766,-3471037.499906333,1930186.4080985151,0.8442736436426871,607080.14119745,4.000640361920489,25856.047480622783,7.328777547219104,0.2032924005168439,3.7958994447190046,0.0,0.0,0.0,0.0,0.04023475193978138,0.0,1052859.3211607316,-3010165.919036305,626577.656801519,108838.61382421001,1612368.450400327,-284110.15962225985,-1890314.62831189,9625.692065419616,0.0,0.0,0.0,0.0,-6405.184763249958,0.0,-1780726.1574814974,-1510068.2435904124,10361396.858890336,425401.9999999998,9276730.615299921
3.0,0,2013,4718,236666897.96730003,313235882.6643999,310204736.07490003,-3219209.3755999003,297654308.4923455,-6239498.64151615,1931334.7529704177,0.9037612139897182,614877.0766381767,3.8344243863975502,25831.258635312548,7.2942256833723045,0.20190114855688399,3.7410733443064914,0.0,0.0,0.0,0.0,0.03998684260993513,0.0,1966100.124293012,-7046602.921561132,996057.0913305721,-2135667.651785833,-12782.719805228518,82691.20342803386,-60640.55449181498,8021.934684895241,0.0,0.0,0.0,0.0,0.0,0.0,-6202823.493907496,-6194052.91092176,2974843.5353218555,1458240.1839999994,-1760969.1915999018
3.0,0,2014,4718,236666897.96730003,310204736.07490003,310956499.3637,-290446.7112000392,299855841.58379424,1153863.9807201887,1964158.4826882272,0.8999435897211161,620082.1305615706,3.6356252260389548,26260.46295915938,7.435378746824679,0.19974168862414693,3.8813389950721793,0.0,0.0,0.2502536959484181,0.0,0.05581441728207015,0.0,6836417.578372968,342380.92695921654,636394.5216361088,-3134584.592362129,-1424578.6908918787,59918.72118003848,-454161.50756768964,-16044.245186816961,0.0,0.0,-1319576.079300752,0.0,-14785.976993397944,0.0,1511380.6558456656,1670283.222237359,-1960729.933437399,0.0,-290446.71120003966
3.0,0,2015,4718,236666897.96730003,310956499.3637,299037265.41569996,-12325146.151699983,282768023.8034514,-17452194.13301957,2018773.5876276789,0.9229427217099533,625565.0618927998,2.6404873004137004,27135.71515807215,7.249688212290289,0.19686951150150167,3.945465514720679,0.0,0.0,0.5709874937570705,0.0,0.1185755203284805,0.0,5859139.260973094,-2191223.4480616883,740330.7847972714,-16627573.239038203,-3154968.707783121,-323116.7095583753,-524921.3316952144,-1494.0815761516226,0.0,0.0,-1717281.9524635896,0.0,-36903.995580805786,0.0,-17978013.419986784,-18108003.66072304,5782857.509023051,0.0,-12325146.151699983
3.0,0,2016,4718,236666897.96730003,299037265.41569996,279894597.2254,-18730189.348699972,272808469.8164464,-9464319.286604414,2063805.4003081894,0.9853585125725304,629923.1173916076,2.3499592198619412,27487.96829867774,7.066430113160696,0.20068804996208855,4.450041692858105,0.0,0.0,1.161405958796252,0.0,0.20081972853071664,0.0,4397304.770005145,-5234249.988709036,673268.4386342716,-5430426.713193444,-1200420.77907545,-219672.26766783523,748373.9657471114,-53170.0580133966,0.0,0.0,-3132544.3000771273,0.0,-58458.76036920623,0.0,-9509995.692718972,-9305780.041700443,-9424409.306999538,0.0,-18730189.348699972
3.0,0,2017,4718,236666897.96730003,279894597.2254,270558220.78919995,-8455052.726399984,274736145.1511759,2688982.2989976294,2085563.4311556553,0.9761416073261553,633689.4740419675,2.5594199815080376,27658.51626772485,7.055967328580372,0.199347967219526,4.7385506753043725,0.0,0.0,1.9993361112064907,0.0,0.4096641951317417,0.0,3249018.235735752,624234.1632294249,571978.4252692001,3900372.293676319,-1029984.8673113461,-81433.58885391943,-103848.28651441137,-26930.90167429061,0.0,0.0,-4038073.6417645006,0.0,-137240.45660327532,0.0,2928091.3751889532,2861769.5329019893,-11316822.25930198,0.0,-8455052.726399984
3.0,0,2018,4718,236666897.96730003,270558220.78919995,267797302.1002,-3179117.017000043,277792906.3465294,2602495.310022505,2102749.2543792357,0.9734593123014657,639775.5453283989,2.8184186208126554,28066.597469405086,7.010713977731197,0.19884655106648044,5.097144539094801,0.0,0.0,2.8570797582450402,0.0,0.5565026505586668,0.0550520868955666,2688903.647465763,838084.894972918,596458.6408643846,4282250.223982113,-1192528.003247367,-96775.21105797267,-169767.0640062683,-32418.491113773813,0.0,0.0,-4003485.918330416,0.0,-93874.2730046533,-796869.6389728655,2019978.8075518617,2097665.7670100858,-5276782.784010125,0.0,-3179117.017000043
10.0,0,2002,100,1201007994.0000014,0.0,1201007994.0000014,0.0,1127476392.7991912,0.0,253905652.10000002,0.979563485,25697520.38999998,1.9740000000000002,42439.07499999996,31.709999999999997,0.5000266149251159,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201007994.0000014,1201007994.0000014
10.0,0,2003,100,1201007994.0000014,1201007994.0000014,1127691152.9999998,-73316841.00000167,1016798150.0861341,-110678242.71305716,232535029.09999964,1.1512130359999997,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,0.4994966456494778,3.5,0.0,0.0,0.0,0.0,0.0,0.0,-92646024.2919441,-63006445.781367585,4210292.071101993,24001994.154406253,12148718.404523285,-2634008.345349455,-377172.99390389066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118302646.78253351,-117896441.21083494,44579600.21083327,0.0,-73316841.00000167
10.0,0,2004,100,1201007994.0000014,1127691152.9999998,1109237034.0000017,-18454118.999998093,1077903936.5901158,61105786.50398171,243107287.39999998,1.20597552,26563773.749999993,2.5669,39531.590000000004,31.0,0.49415983310371747,3.5,0.0,0.0,0.0,0.0,0.0,0.0,46722245.45319916,-18221502.655320413,5887485.143543242,24162679.82232519,14832381.312010257,-2543795.891088216,-3561210.752080089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67278282.43258914,67770043.47599345,-86224162.47599155,0.0,-18454118.999998093
10.0,0,2005,100,1201007994.0000014,1109237034.0000017,1185413968.9999993,76176934.99999762,1180710436.8043318,102806500.214216,254087771.4,1.1702642379999997,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,0.49018125488386655,3.5,0.0,0.0,0.0,0.0,0.0,0.0,45657011.09415005,11794076.597615387,5633444.369419213,31049372.306134705,13253871.768279092,-2224428.2115436886,-2612477.3586014737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102550870.56545328,105794935.43208128,-29618000.432083666,0.0,76176934.99999762
10.0,0,2006,100,1201007994.0000014,1185413968.9999993,1159540668.9999998,-25873299.999999523,846417127.7161217,-334293309.0882101,252268420.80000016,2.8162655389999998,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,0.4929711633644897,3.7000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,-7752426.726582003,-363132714.76299,6545809.039612053,20498201.78956936,21969729.169627182,-3712265.361962986,1961694.1647590657,-76829.36992276259,0.0,0.0,0.0,0.0,0.0,0.0,-323698802.05789006,-335625015.2314609,309751715.2314614,0.0,-25873299.999999523
10.0,0,2007,100,1201007994.0000014,1159540668.9999998,1100711966.9999993,-58828702.00000048,1214925019.6705525,368507891.9544308,256261700.60000035,1.230985498,27714120.0,3.4605999999999995,36660.58,30.400000000000002,0.48830547590354056,3.6,0.0,0.0,0.0,0.0,0.0,0.0,16747696.530712165,482445618.71954614,650306.0986575723,6582775.05747497,-6551826.96832562,1601357.3580988515,-3201942.3747580256,37578.05796126404,0.0,0.0,0.0,0.0,0.0,0.0,498311562.4793674,504833696.7395723,-563662398.7395728,0.0,-58828702.00000048
10.0,0,2008,100,1201007994.0000014,1100711966.9999993,1112567173.9999998,11855207.000000477,1260060591.3441174,45135571.67356491,260943220.70000005,1.242132803,27956797.669999957,3.9194999999999998,36716.94000000002,30.420000000000005,0.4869838849421918,3.7000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,18345671.113524415,-3549440.06763759,2523055.1674964945,24572822.691023223,-550983.88820572,138105.4468138536,-861812.6742355457,-35670.398439670855,0.0,0.0,0.0,0.0,0.0,0.0,40581747.39033946,40892452.68152509,-29037245.681524612,0.0,11855207.000000477
10.0,0,2009,100,1201007994.0000014,1112567173.9999998,1079011273.9999983,-33555900.00000143,1184210159.0127585,-75850432.33135891,261208990.79999962,1.298489488,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,0.4847560720404118,3.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1034586.0278999804,-17754847.274968598,-2329689.7079887083,-60249432.600232355,12348949.368498104,1326840.0203775857,-1468014.9504018398,-72108.00379489084,0.0,0.0,0.0,0.0,0.0,0.0,-67163717.12061073,-66971939.068072975,33416039.068071544,0.0,-33555900.00000143
10.0,0,2010,100,1201007994.0000014,1079011273.9999983,1055804062.9999982,-23207211.00000012,1098659465.1985738,-85550693.81418467,234440206.99999973,1.3328625240000003,27553600.74999996,3.2889999999999997,35213.00000000002,30.93,0.49441012262664735,3.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-101431297.54581682,-10329608.305697203,-1853113.1973970828,27039767.826845165,2801864.1496367827,2168162.409270701,6191427.454464763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75412797.20869368,-77950828.59362012,54743617.59362,0.0,-23207211.00000012
10.0,0,2011,100,1201007994.0000014,1055804062.9999982,1024067732.9999994,-31736329.999998808,1104159725.6110308,5500260.412456989,228510747.49999994,1.410313236,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,0.49182096061092534,3.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-24408858.69609122,-22111449.326119203,1296229.7888778148,40369218.772944205,10624916.941005552,2453403.8153649294,-1618905.820405175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6604555.475576906,5285711.792398401,-37022041.79239721,0.0,-31736329.999998808
10.0,0,2012,100,1201007994.0000014,1024067732.9999994,1032661299.000001,8593566.00000155,1114231300.8347588,10071575.223727942,227959423.99999982,1.369100306,27909105.42000003,4.109300000000001,33963.31,31.51,0.4784986741314156,4.1,0.0,0.0,0.0,0.3499999999999999,0.0,0.0,-2256179.392462054,11509445.904497102,2193558.6530315056,1985290.169862695,1808635.3282118568,1349938.3822545754,-8053900.312690124,-66372.15415218537,0.0,0.0,0.0,933958.9655787005,0.0,0.0,9404375.544132072,9341017.397998603,-747451.3979970533,0.0,8593566.00000155
10.0,0,2013,100,1201007994.0000014,1032661299.000001,1031511812.0000011,-1149486.9999998808,1050482220.2165287,-63749080.618230104,232024741.20000002,1.631481463,28818049.080000035,3.9420000000000006,33700.32,29.93,0.47824852127743284,4.2,0.0,0.0,0.0,1.1199999999999999,1.0,0.0,16801947.646590367,-67951523.67348899,8728136.978473006,-7722598.491854212,2619746.1966814753,-10184609.985999463,-153088.7834170824,-33465.10358105168,0.0,0.0,0.0,2073085.8770439615,-2418727.0420677103,0.0,-58241096.38161969,-59082174.72616133,57932687.72616145,0.0,-1149486.9999998808
10.0,0,2014,100,1201007994.0000014,1031511812.0000011,1020949725.9999985,-10562086.000002623,1049619585.1974541,-862635.0190745592,232003465.0999997,1.627628074,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,0.47765666406466095,4.2,0.0,0.0,0.0,1.88,1.0,0.0,-86364.07963044931,980027.0890310907,2739880.068847651,-9058447.426513547,1195193.812355838,1748580.7360815057,-361765.53036058735,0.0,0.0,0.0,0.0,2043858.4116300263,0.0,0.0,-799036.9185584725,-847056.8987230444,-9715029.10127958,0.0,-10562086.000002623
10.0,0,2015,100,1201007994.0000014,1020949725.9999985,997331165.7000012,-23618560.29999721,981184712.2244883,-68434872.97296584,232760764.6000004,1.681151878,29378317.829999972,2.7030000000000003,34173.339999999975,30.169999999999998,0.4761334707878422,4.1,0.0,0.0,0.0,3.14,1.0,0.0,3042394.2190457503,-13254512.600250043,2457339.411816919,-55849359.09808893,-5803965.011669012,-192116.4825156204,-921245.8787039419,33086.642844749236,0.0,0.0,0.0,3355991.256326133,0.0,0.0,-67132387.54119398,-66565607.002703264,42947046.702706054,0.0,-23618560.29999721
10.0,0,2016,100,1201007994.0000014,997331165.7000012,999255569.6999992,1924403.9999979734,955124383.7549841,-26060328.469504118,232107589.3,1.687565261,29437697.49999995,2.4255,35302.049999999996,29.879999999999995,0.476654671743657,4.5,0.0,0.0,0.0,5.62,1.0,0.0,-2555711.8322768095,-1542932.8526573677,528991.229277211,-17363458.69611652,-10507425.909905285,-1812684.8123368684,308122.8272965143,-129274.40366086276,0.0,0.0,0.0,6462901.6521476945,0.0,0.0,-26611472.79823229,-26489179.302529667,28413583.30252764,0.0,1924403.9999979734
10.0,0,2017,100,1201007994.0000014,999255569.6999992,942661585.6000004,-56593984.09999883,960722827.2147721,5598443.459787965,230935447.4000001,1.7337943710000001,29668394.669999976,2.6928000000000005,35945.81999999998,30.000000000000004,0.4760526680590649,4.5,0.0,0.0,0.0,8.7,1.0,0.0,-4608529.965072606,-10983066.911077872,2050622.1436222836,17072934.957772244,-5868597.871466303,752490.7660632653,-356459.7148572915,0.0,0.0,0.0,0.0,8048288.249750227,0.0,0.0,6107681.654733947,5857117.569180185,-62451101.669179015,0.0,-56593984.09999883
10.0,0,2018,100,1201007994.0000014,942661585.6000004,935808062.5999997,-6853523.000000715,938922627.91414,-21800199.30063212,230662401.5,1.7232403280000002,29807700.83999996,2.9199999999999995,36801.50000000002,30.010000000000005,0.4762733241438135,4.6,0.0,0.0,0.0,12.309999999999999,1.0,1.0,-1017706.8222458207,2365864.3951788656,1160388.1145650945,12776031.472718861,-7200654.8724454,59135.641306520745,123285.58979481841,-30548.513471484704,0.0,0.0,0.0,8905112.854055012,0.0,-37837865.03476168,-20696957.175305218,-21390363.439897534,14536840.439896818,0.0,-6853523.000000715
10.0,1,2002,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2003,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2004,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2005,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2006,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2007,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2008,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2009,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2010,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2011,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2012,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2013,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2014,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2015,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2016,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2017,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2018,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
