RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ_HINY,VRM_ADJ_MIDLOW,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_NYC,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_HINY_log_FAC,VRM_ADJ_MIDLOW_log_FAC,FARE_per_UPT_cleaned_2018_HINY_log_FAC,FARE_per_UPT_cleaned_2018_MIDLOW_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_NYC_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,1992626421.951043,0.0,69431799.63651021,0.0,0.9102786428414076,0.0,9573567.143826585,0.5679150656233117,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2160880623.638677,36918502.09119145,69475683.83844686,0.0,0.9168707344014717,0.0,9715711.202587085,0.566331971270963,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2209144.2107699974,0.0,-1028301.0727318391,0.0,8159418.234727917,-3540426.0525963726,31832628.684413757,3351123.2756702784,-412341.2484827315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38214760.95989604,38473188.875441164,-110008852.87544109,0.0,-71535663.99999993
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2471589214.5040164,77526295.73252885,71765534.23904203,0.0,0.8811162918022641,0.0,9734314.782684496,0.5670800056848286,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35370591.60248218,0.0,5990257.796243535,0.0,9687321.114689428,-1948520.5659742088,28747393.405856892,4569155.960320951,-393314.0007102119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73312855.30355746,74325420.00853957,-4021054.0085393656,179225222.99999985,249529589.0000001
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2682787138.573537,24924914.589672826,70767074.60414761,0.0,0.908709006019361,0.0,9670224.811546005,0.5621325759866738,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27719801.68237076,0.0,-2949391.489144164,0.0,11179180.706795823,-1432984.3687444692,41927331.10637072,4413499.234660593,-586061.9717768606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24831771.535790876,24289906.25764878,7826504.742349796,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2715628767.8867545,32841629.313217193,70624705.90615213,0.0,0.8978368338450172,0.0,9915449.723039184,0.5616796485483977,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6528157.794454601,0.0,2000316.6583477168,0.0,15143846.578343159,-429575.3565086249,26376960.014968436,7138579.433358992,-654869.6030369619,-6551663.188763431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36495436.74225469,36532560.7896124,-6177247.789609712,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2746591905.651914,30963137.76516021,71582714.3552377,0.0,0.9208602306105821,0.0,9964969.76569808,0.5550867828387394,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29574061.76477243,0.0,-5167801.934484659,0.0,4174676.7346900827,-6573971.035578795,15069500.936833562,-2480033.8852429627,-870384.307903542,-2823579.6415363075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30902468.6315498,30871572.084434256,-21116248.08443679,0.0,9755323.999997467
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2805721919.0845685,59130013.43265491,71889164.49129106,0.0,0.9010416255067859,0.0,9988399.397412283,0.5581048095106869,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,14098694.994556585,0.0,3752657.6006316114,0.0,2760568.5788588254,3022788.0104671805,34525581.58471967,228656.30082338874,856032.9292643918,-1712926.0049149015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2112367.8547606203,0.0,55419686.139646135,55789253.48366592,27654954.51633513,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2677643535.1347666,-128078383.949803,70967398.25016546,0.0,0.9931869137659665,0.0,9910892.792191492,0.5605866487545621,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-18799414.220938873,0.0,-19282815.786666486,0.0,-2612197.0003254144,2713866.7841578247,-92092978.97493269,9159085.53484491,607870.3356980099,-4609820.946356098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124916404.27451885,-123719481.49670778,-4477646.503291827,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2632251276.328732,-45392258.80603365,67087317.041166835,0.0,1.011159790656542,0.0,9893600.100512411,0.56410963816295,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-82131572.25644916,0.0,-3476584.016199736,0.0,298428.4185099979,3442696.0511028618,41555317.637137584,4366575.095075753,1134000.2697638727,-4767307.9419121565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1801333.084715179,0.0,-41379779.82768616,-42426305.104385436,-44315426.8956134,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2628129000.755088,-4122275.5736446977,64589050.37874564,0.0,1.0324809727559339,0.0,9986664.09812566,0.5597171562192801,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.0,0.0,0.0,0.12496612797067758,0.0,0.0,0.0,0.0,0.0,0.16867203705134062,0.0,-54940043.70571249,0.0,-3770829.189995545,0.0,5516663.454968098,-4193481.4970409875,57066685.9594922,3401078.3204032765,1476021.9834035565,1130336.5067358257,0.0,0.0,0.0,0.0,-6042881.983486108,0.0,0.0,0.0,0.0,0.0,-1247174.3797498248,0.0,-1603624.5309819821,-2945508.3077773396,33487521.30777713,0.0,30542012.999999788
0,1.0,2012,190,2522641888.0,2541057031.0,2507911502.000001,2541057030.9999995,33145528.99999903,2587041837.866698,-41087162.888389766,63654979.010832,0.0,1.0331937282706827,0.0,10106162.130560195,0.5556667393908061,4.140214257275543,32885.7085785359,9.958940532822863,4.987356848646763,0.0,0.0,0.0,0.0,0.5049977494070688,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,-21242083.634802748,0.0,88628.80486638795,0.0,6968356.663108818,-3779464.6124717235,3277858.6516186013,1022946.2558447346,-564420.8224340858,-2103142.5674540717,0.0,0.0,0.0,0.0,-21065401.17773612,0.0,0.0,0.0,0.0,0.0,-780101.2008150686,0.0,-38176823.64027527,-38054856.19751947,71200385.19751848,0.0,33145528.99999903
0,1.0,2013,190,2522641888.0,2541057031.0,2541057030.9999995,2538567550.000001,-2489480.9999990985,2550632352.861746,-36409485.00495283,64440490.50185641,0.0,1.0525608051525281,0.0,10218543.93976726,0.5554845763010797,3.9654549378235004,33089.926406244245,9.695200702110121,4.990027977129983,0.0,0.0,0.0,0.0,1.3142978187952767,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,23519831.800245974,0.0,-3313811.9467229214,0.0,6520452.827254377,-136554.60846740266,-12725327.202676212,-1021775.4378594519,-1321194.4354891572,-30840.96226569252,0.0,0.0,0.0,0.0,-46049239.45940913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34558459.42538961,-34864956.69143684,32375475.691437744,0.0,-2489480.9999990985
0,1.0,2014,190,2522641888.0,2541057031.0,2538567550.000001,2510923485.999999,-27644064.000002045,2482427459.920502,-68204892.94124305,64472290.6259952,0.0,1.0552857020000461,0.0,10358402.722098505,0.5549177180414916,3.757632076906906,33372.44649362026,9.64365408837213,5.143028107483799,0.0,0.0,0.0,0.0,2.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.4721236239140731,0.0,4329647.794536297,0.0,-995562.1228380774,0.0,7739083.390334906,-521607.51689227583,-15863537.275778765,-1487649.1628509217,-327078.7854094398,-3342701.3580778013,0.0,0.0,0.0,0.0,-49290758.29831576,0.0,0.0,0.0,0.0,0.0,-8433613.751457565,0.0,-68193777.0867494,-67707135.52119029,40063071.52118823,0.0,-27644064.000002045
0,1.0,2015,190,2522641888.0,2541057031.0,2510923485.999999,2445688117.000001,-65235368.99999772,2363869938.761544,-118557521.15895797,65239258.51204985,0.0,1.0818127292498356,0.0,10472818.645738743,0.5556199069237358,2.8576666928336514,34516.89053111851,9.510527451972603,5.284222653366168,0.0,0.0,0.018557417611548017,0.0,3.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.7236305595667644,0.0,24821487.978831053,0.0,-5299247.763171136,0.0,6679879.244527658,641267.9500527827,-77019260.52522895,-5751098.794527425,-652526.946241847,-2745791.432761354,0.0,0.0,1560648.6670304867,0.0,-55700821.860430524,0.0,0.0,0.0,0.0,0.0,-7213467.982782589,0.0,-120678931.46470183,-119737546.5224861,54502177.52248837,0.0,-65235368.99999772
0,1.0,2016,190,2522641888.0,2541057031.0,2445688117.000001,2323506883.0000005,-122181234.00000072,2286336557.471232,-77533381.29031198,66113243.24680118,0.0,1.104717302622811,0.0,10554924.899873944,0.5550432384951618,2.5185717610537024,35303.22951100643,9.381259123522486,5.715785148652855,0.0,0.0,0.037114835223096034,0.0,4.183349785873372,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,23784368.922619052,0.0,-4212058.670906338,0.0,5036063.355933586,-507700.31606871955,-32340466.319734152,-3697829.96291201,-658043.6862218505,-8629794.74149999,0.0,0.0,1536370.893281708,0.0,-54253679.52896231,0.0,0.0,0.0,0.0,0.0,-6997548.524835209,0.0,-80940318.57930623,-80433009.60278134,-41748224.39721939,0.0,-122181234.00000072
0,1.0,2017,190,2522641888.0,2541057031.0,2323506883.0000005,2230802096.9999995,-92704786.00000066,2272244588.991597,-14091968.479634855,66222639.767624594,0.0,1.0654314734435388,0.0,10662889.412182815,0.5538005359420408,2.7392459466138064,36103.068578746366,9.23344619094028,5.884423667787759,0.0,0.0,0.0531878990189827,0.0,5.183349785873371,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,12129417.451580148,0.0,6327378.88397578,0.0,5846926.312532556,-1066958.12351307,20895376.52685327,-3659370.1465738257,-687781.8747036438,-3185006.2148028226,0.0,0.0,1697387.4620109638,0.0,-51543284.25500548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13245913.977646122,-13794465.52309511,-78910320.47690555,0.0,-92704786.00000066
0,1.0,2018,190,2522641888.0,2541057031.0,2230802096.9999995,2176386603.0000005,-54415493.99999925,2207997258.963527,-64247330.02807018,66335689.74926932,0.0,1.0328058269144271,0.0,10741812.06997656,0.5547824939235894,3.04606558246051,36989.70148767346,9.096285973060793,6.1187931809606075,0.0,0.0,0.03214612759177333,0.0,6.183349785873371,0.0,0.0,0.0,0.0,0.0,1.0,0.5358203458960399,9335267.802145531,0.0,5197460.041131182,0.0,4526749.166933174,800582.754435342,25647768.67058502,-3717103.5360693433,-626912.1565061992,-4280369.096859938,0.0,0.0,-1409615.598465387,0.0,-49486776.83875544,0.0,0.0,0.0,0.0,0.0,-336207.3688489482,-48133879.98757669,-62483036.14785168,-63021484.231630795,8605990.231631551,0.0,-54415493.99999925
0,2.0,2002,1093,692881970.0000001,791460778.0,0.0,692881970.0000001,0.0,715312120.1773808,0.0,0.0,13378352.20863712,0.0,0.9242591681285973,2412902.9857398923,0.35736541727276155,1.9468195567767472,35715.45159949252,7.815646243403477,3.298935109539652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04739470995326952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881970.0000001,692881970.0000001
0,2.0,2003,1232,757372407.0000001,869325834.0,692881970.0000001,770883561.0000001,13511153.999999965,802598497.4552064,13433756.16521454,0.0,13026932.796544729,0.0,0.8726761567930796,2374560.06403818,0.3548065050909656,2.2027861871074212,35129.657977308365,7.603248713845739,3.3806762574596942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04335903935301408,0.0,0.0,362506.1244967876,0.0,710000.8722308142,3727094.9818806993,-684762.0512551644,8770976.93508441,952689.7950115971,-53582.20694697447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13474157.458427873,13335613.107235001,-506754.1072350246,64490437.00000002,77319296.00000003
0,2.0,2004,1344,784947601.0000001,898816466.0,770883561.0000001,811791151.0,13332395.999999821,868578483.9621602,22053956.099961914,0.0,12498024.033456318,0.0,0.8578654345548248,2380930.337738726,0.3576984250748726,2.525741959821213,34149.20774718695,7.517428873038875,3.409599719765243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04183583714143996,0.0,0.0,-1052229.0890749237,0.0,4447919.65685438,4728918.143226546,-1399517.6258904971,10756489.949061435,1608670.889256256,-57836.66749323527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18498987.96537667,18708737.582229998,-5752041.582230153,27575194.000000004,40531889.999999836
0,2.0,2005,1391,807867575.0000001,924924849.0,811791151.0,855440924.0,20729799.000000414,917930163.4816563,23023569.268825177,0.0,12247363.809401672,0.0,0.8701483600801563,2431976.7748505455,0.3513818746693334,2.985415509479262,33180.000316565,7.492289932938576,3.4123453178573233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04064891452042743,0.0,0.0,1180033.2010903284,0.0,-1643826.966555485,4901989.674372612,-917732.0789079068,14789735.710633542,1563473.22850424,-45706.65299890668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19827966.11613843,19942067.17187602,787731.8281243851,22919974.000000007,43649773.00000043
0,2.0,2006,1415,823614839.0000001,941394513.0,855440924.0,913931565.0000001,42743376.99999987,952870592.8323377,17391272.21545481,0.0,12189060.458303766,0.0,0.8745361144032591,2489143.4711173256,0.3498992384089256,3.267890040711128,31707.039385882163,7.526042945032465,3.573585135223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03987171969833826,0.0,0.0,2660604.798315331,0.0,-3693320.8217493678,5939491.964005142,-86432.49992464916,8686830.606243644,2583808.104232892,7209.577449075331,-1294752.379749292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14803439.348822774,14943204.720954485,27800172.279045388,15747264.000000026,58490640.99999989
0,2.0,2007,1436,832303107.0000001,958899929.0,913931565.0000001,924926555.0,2306721.9999998305,967153257.4941044,3703044.308504134,0.0,12139213.002662905,0.0,0.895757297618231,2506046.0194194596,0.34780737583798604,3.4551355017601795,31993.077300879882,7.428921805166348,3.7473472551869267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,0.0,3327191.13468587,0.0,-4815265.217297516,2475131.6650839522,-1263775.8491551478,5770367.373909964,-700079.7101092135,-163541.38764297814,-1341711.4332273388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3288316.5762475925,3175736.2775271586,-869014.2775273282,8688267.999999998,10994989.999999827
0,2.0,2008,1436,832303107.0000001,958899929.0,924926555.0,988529403.0000001,63602848.00000024,992379054.9259254,25225797.431820787,0.0,12290406.974323366,0.0,0.8949319157018631,2511974.2483535623,0.34768094753883916,3.86519583198288,31801.15427399655,7.60595589291727,3.801241314722138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,0.0,7383784.4145591175,0.0,1599840.5060446993,1114090.4070569465,-85100.1753248347,12117885.37713191,432773.4118960451,323243.49375811,-295172.94662363594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22591344.488498364,22998326.27558584,40604521.724414386,0.0,63602848.00000024
0,2.0,2009,1436,832303107.0000001,958899929.0,988529403.0000001,908879793.0,-79649610.00000037,920933926.8349317,-71445128.0909936,0.0,11963645.855133768,0.0,1.0103714186644657,2493193.3027503705,0.35148787587781644,2.8103374921298956,30173.234862315603,7.709680988226808,4.009220187255651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,0.0,-7151515.232686796,0.0,-33951959.967017025,-1042168.9431637113,1491419.2949555689,-34811996.3900725,3506453.601155077,181211.70989847745,-1735334.5554794562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73513890.48241034,-71605899.76565774,-8043710.234342603,0.0,-79649610.00000037
0,2.0,2010,1460,834611629.0000001,961216518.0,908879793.0,898704146.9999999,-12484167.99999988,937098920.0850636,13818118.73634257,0.0,11662173.301157078,0.0,1.0147581535574084,2506860.1969974237,0.3513498825254088,3.269849533510993,29669.122375049657,7.925990832461792,4.027879329848159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934637244312827,0.0,0.0,-6409899.474461284,0.0,782705.3101962922,1853312.394901281,175179.03564376154,15261032.946991585,1004693.6251101308,468642.39137173287,-7776.524446381066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13127889.705307119,13332626.2673351,-25816794.267334986,2308521.999999999,-10175645.999999883
0,2.0,2011,1460,834611629.0000001,961216518.0,898704146.9999999,936058350.9999999,37354203.999999985,957698425.676528,20599505.591464873,0.0,11462779.635000493,0.0,0.9974284523821851,2526455.2832451183,0.3441031962358014,4.0111020093807,29100.830016762302,8.21325535454527,4.1277261650759955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052275766936384235,0.0,0.0,-6090502.401858621,0.0,4095946.451999036,1510568.1065724564,-2496930.153820139,21329947.899553116,1231423.8929118593,482886.31883612595,-877437.9400572422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-158507.0294537698,0.0,19027395.144682825,18964835.996616784,18389368.0033832,0.0,37354203.999999985
0,2.0,2012,1460,834611629.0000001,961216518.0,936058350.9999999,961216517.9999998,25158166.999999605,952534612.6729645,-5163813.003563916,0.0,11264859.97852807,0.0,0.992574394229256,2552570.2182420236,0.33060451780988964,4.025635842023475,28874.30950212684,8.25691541066462,4.125146976115281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08932640213667568,0.0,0.0,-3548886.762884036,0.0,35221.355088843324,2040344.7741795348,-4533842.85471435,408983.3228801709,618328.1562871777,52141.17805896431,20386.11804489211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-455114.3212250458,0.0,-5362439.0342838485,-5377753.630568578,30535920.630568195,0.0,25158166.999999605
