,Id2,Geography,Tot_Pop,MSA_NAME_CLUSTERS,CBSA_NAME,CBSA_ID,cbsa_name,State,Month,Link,TNC_ARRIVAL
120,23060,"Fort Wayne, IN Metro Area",415013,Fort Wayne,"Fort Wayne, IN",23060.0,"Fort Wayne, IN",IN,May,http://wane.com/2015/05/07/uber-taxi-service-now-available-in-fort-wayne/,2015.0
121,23420,"Fresno, CA Metro Area",933248,Fresno,"Fresno, CA",23420.0,"Fresno, CA",CA,Feb,https://newsroom.uber.com/sf/49685/,2014.0
122,23460,"Gadsden, AL Metro Area",104462,,,,,,,,2016.0
123,23540,"Gainesville, FL Metro Area",266321,Gainesville,"Gainesville, FL",23540.0,"Gainesville, FL",FL,Aug,http://www.wcjb.com/local-news/2014/08/uber-officially-gainesville,2014.0
124,23580,"Gainesville, GA Metro Area",180253,,,,,,,,2016.0
125,24020,"Glens Falls, NY Metro Area",128985,,,,,,,,2016.0
126,24140,"Goldsboro, NC Metro Area",122907,,,,,,,,2016.0
127,24220,"Grand Forks, ND-MN Metro Area",99586,,,,,,,,2016.0
128,24300,"Grand Junction, CO Metro Area",146313,,,,,,,,2016.0
129,24340,"Grand Rapids-Wyoming, MI Metro Area",774540,Grand Rapids-Wyoming,"Grand Rapids-Wyoming, MI",24340.0,"Grand Rapids-Wyoming, MI",MI,Jul,http://www.mlive.com/news/grand-rapids/index.ssf/2014/07/uber_in_grand_rapids_rideshari.html,2014.0
130,24500,"Great Falls, MT Metro Area",81519,Great Falls,"Great Falls, MT",24500.0,"Great Falls, MT",MT,Aug ,http://www.greatfallstribune.com/story/news/local/2016/08/06/uber-launches-ride-sharing-billings/88347926/,2016.0
131,24540,"Greeley, CO Metro Area",254270,,,,,,,,2016.0
132,24580,"Green Bay, WI Metro Area",306730,Green Bay,"Green Bay, WI",24580.0,"Green Bay, WI",WI,Oct,https://newsroom.uber.com/green-bay/uber-launching-in-green-bay-with-free-rides/,2014.0
133,24660,"Greensboro-High Point, NC Metro Area",725282,Greensboro-High Point,"Greensboro-High Point, NC",24660.0,"Greensboro-High Point, NC",NC,Jun,https://myfox8.com/2014/06/26/uber-launches-ride-networking-service-in-greensboro-winston-salem/,2014.0
134,24780,"Greenville, NC Metro Area",190201,,,,,,,,2016.0
135,24860,"Greenville-Mauldin-Easley, SC Metro Area",638576,Greenville-Anderson-Mauldin,"Greenville-Anderson-Mauldin, MS-SC",24740.0,"Greenville, MS",MS-SC,Jul,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,2014.0
136,25060,"Gulfport-Biloxi, MS Metro Area",250196,Gulfport-Biloxi-Pascagoula,"Gulfport-Biloxi-Pascagoula, LA-MS",25060.0,"Gulfport-Biloxi, MS",LA-MS,Jul,https://www.sunherald.com/news/local/article87168487.html,2016.0
137,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",267239,,,,,,,,2016.0
138,25260,"Hanford-Corcoran, CA Metro Area",153174,Hanford-Corcoran,"Hanford-Corcoran, CA",25260.0,"Hanford-Corcoran, CA",CA,,,2016.0
139,25420,"Harrisburg-Carlisle, PA Metro Area",550076,Harrisburg-Carlisle,"Harrisburg-Carlisle, PA",25420.0,"Harrisburg-Carlisle, PA",PA,Jan,https://theburgnews.com/news/harrisburg-lift-uber-launches-city,2015.0
140,25500,"Harrisonburg, VA Metro Area",125454,Harrisonburg,"Harrisonburg, VA",25500.0,"Harrisonburg, VA",VA,Oct,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwju8eHp2MzkAhUROK0KHRaLB4cQFjAAegQIABAB&url=https%3A%2F%2Fwww.uber.com%2Fblog%2Fvirginia%2Fuber-is-now-rolling-in-harrisonburg%2F&usg=AOvVaw0yiCs_UgDxdUFOS63ZrXbZ,2015.0
141,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1212956,Hartford-West Hartford-East Hartford,"Hartford-West Hartford-East Hartford, CT",25540.0,"Hartford-West Hartford-East Hartford, CT",CT,April ,,2014.0
142,25620,"Hattiesburg, MS Metro Area",146199,,,,,,,,2016.0
143,25860,"Hickory-Lenoir-Morganton, NC Metro Area",365397,Hickory-Lenoir-Morganton,"Hickory-Lenoir-Morganton, NC",25860.0,"Hickory-Lenoir-Morganton, NC",NC,,,2016.0
144,25980,"Hinesville-Fort Stewart, GA Metro Area",74778,,,,,,,,2016.0
145,26100,"Holland-Grand Haven, MI Metro Area",264055,Holland,"Holland, MI",26100.0,"Holland-Grand Haven, MI",MI,June,https://whtc.com/news/articles/2017/jun/16/uber-is-here-along-lakeshore/,2017.0
146,26180,"Honolulu, HI Metro Area",955775,,,,,,,,2016.0
147,26300,"Hot Springs, AR Metro Area",96145,,,,,,,,2016.0
148,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",208189,,,,,,,,2016.0
149,26420,"Houston-Sugar Land-Baytown, TX Metro Area",5977092,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",26420.0,"Houston-Sugar Land-Baytown, TX",TX,Feb,http://www.chron.com/news/houston-texas/houston/article/Ridesharing-service-Uber-jumps-into-Houston-market-5253892.php,2014.0
150,26580,"Huntington-Ashland, WV-KY-OH Metro Area",287611,Huntington-Ashland,"Huntington-Ashland, OH",26580.0,"Huntington-Ashland, WV-KY-OH",OH,July,http://www.herald-dispatch.com/news/uber-launches-in-west-virginia/article_efe55a45-633e-596b-88fc-7d3a7c54af9e.html,2016.0
151,26620,"Huntsville, AL Metro Area",419181,Huntsville,"Huntsville, AL",26620.0,"Huntsville, AL",AL,March,https://whnt.com/2016/03/03/uber-huntsville-launches-friday-at-4-p-m/,2016.0
152,26820,"Idaho Falls, ID Metro Area",132610,,,,,,,,2016.0
153,26900,"Indianapolis-Carmel, IN Metro Area",1759229,Indianapolis-Carmel-Anderson,"Indianapolis-Carmel-Anderson, IN",26900.0,"Indianapolis-Carmel, IN",IN,Jun,https://newsroom.uber.com/indianapolis/hi-indianapolis-your-uber-is-arriving-now/,2013.0
154,26980,"Iowa City, IA Metro Area",152918,Iowa City,"Iowa City, IA",26980.0,"Iowa City, IA",IA,Apr,https://www.press-citizen.com/story/news/local/2016/04/28/uber-launches-iowa-city/83619436/,2016.0
155,27060,"Ithaca, NY Metro Area",101620,Ithaca,"Ithaca, NY",27060.0,"Ithaca, NY",NY,June,https://wskg.org/news/ride-hailings-in-ithaca-now-so-we-rode-with-an-uber-driver/,2017.0
156,27100,"Jackson, MI Metro Area",160201,Jackson,"Jackson, MI",27100.0,"Jackson, MI",MI,Dec,https://newsroom.uber.com/jackson-your-uberx-is-arriving-now/,2014.0
157,27140,"Jackson, MS Metro Area",540140,Jackson,"Jackson, MS",27140.0,"Jackson, MS",MS,Dec,https://newsroom.uber.com/jackson-your-uberx-is-arriving-now/,2014.0
158,27180,"Jackson, TN Metro Area",114241,Jackson,"Jackson, TN",27180.0,"Jackson, TN",TN,Dec,https://newsroom.uber.com/jackson-your-uberx-is-arriving-now/,2014.0
159,27260,"Jacksonville, FL Metro Area",1350198,Jacksonville,"Jacksonville, FL",27260.0,"Jacksonville, FL",FL,Jan,https://newsroom.uber.com/jacksonville/jacksonville-your-uber-is-arriving-now/,2014.0
160,27340,"Jacksonville, NC Metro Area",179471,,,,,,,,2016.0
161,27500,"Janesville, WI Metro Area",160310,,,,,,,,2016.0
162,27620,"Jefferson City, MO Metro Area",149872,,,,,,,,2016.0
163,27740,"Johnson City, TN Metro Area",198974,,,,,,,,2016.0
164,27780,"Johnstown, PA Metro Area",143498,Johnstown,"Johnstown, PA",27780.0,"Johnstown, PA",PA,Aug,http://wjactv.com/news/local/uber-comes-to-johnstown,2016.0
165,27860,"Jonesboro, AR Metro Area",120365,,,,,,,,2016.0
166,27900,"Joplin, MO Metro Area",175887,,,,,,,,2016.0
167,28020,"Kalamazoo-Portage, MI Metro Area",326924,Kalamazoo-Portage,"Kalamazoo-Portage, MI",28020.0,"Kalamazoo-Portage, MI",MI,Jul,http://www.usatoday.com/story/money/business/2014/07/25/uber-michigan/13174947/,2014.0
168,28100,"Kankakee-Bradley, IL Metro Area",113502,Kankakee,"Kankakee, IL",28100.0,"Kankakee-Bradley, IL",IL,Jun,https://www.daily-journal.com/news/local/uber-arrives-in-kankakee-county/article_1595059f-ebb3-5789-af09-b53a66fc7c4c.html,2015.0
169,28140,"Kansas City, MO-KS Metro Area",2035747,Kansas City,"Kansas City, KS",28140.0,"Kansas City, MO-KS",KS,May,https://newsroom.uber.com/kc/kc-your-uber-has-arrived-and-its-free/,2014.0
170,28420,"Kennewick-Pasco-Richland, WA Metro Area",255678,Kennewick-Richland,"Kennewick-Richland, WA",28420.0,"Kennewick-Pasco-Richland, WA",WA,Dec,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=2ahUKEwjeocPK2czkAhUJVK0KHWsWCj8QFjACegQIDBAG&url=https%3A%2F%2Fwww.uber.com%2Fblog%2Fwashington%2Ftri-cities-your-uber-has-arrived%2F&usg=AOvVaw1jZgSPS8EVlyxat5raaajG,2016.0
171,28660,"Killeen-Temple-Fort Hood, TX Metro Area",408366,Killeen-Temple,"Killeen-Temple, TX",28660.0,"Killeen-Temple-Fort Hood, TX",TX,Jul,https://newsroom.uber.com/us-texas/uber-killeen/,2015.0
172,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",310695,,,,,,,,2016.0
173,28740,"Kingston, NY Metro Area",182435,,,,,,,,2016.0
174,28940,"Knoxville, TN Metro Area",699180,Knoxville,"Knoxville, TN",28940.0,"Knoxville, TN",TN,Aug,http://www.local8now.com/home/headlines/Uber-expands-ride-sharing-services-to-Knoxville-273042271.html,2014.0
175,29020,"Kokomo, IN Metro Area",100485,Kokomo,"Kokomo, IN",29020.0,"Kokomo, IN",IN,,,2016.0
176,29100,"La Crosse, WI-MN Metro Area",133896,La Crosse-Onalaska,"La Crosse-Onalaska, WI-MN",29100.0,"La Crosse, WI-MN",WI-MN,Feb,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=8&cad=rja&uact=8&ved=2ahUKEwj6xZiA3MzkAhUBeKwKHY9aBtwQFjAHegQIARAB&url=https%3A%2F%2Flacrossetribune.com%2Fnews%2Flocal%2Fcolumn%2Fcatching-a-ride-ride-share-company-lyft-launches-in-la%2Farticle_707951fa-a12d-5087-94b0-958b4e6b5578.html&usg=AOvVaw14RFxO9XoAc4zipDeCPKCO,2017.0
177,29140,"Lafayette, IN Metro Area",202782,Lafayette-West Lafayette,"Lafayette-West Lafayette, IN",29140.0,"Lafayette, IN",IN,Jan,http://theadvocate.com/news/11470712-123/uber-launches-ride-share-service-in,2015.0
178,29140,"Lafayette, IN Metro Area",202782,Lakeland-Winter Haven,"Lakeland-Winter Haven, FL",29140.0,"Lafayette, IN",FL,Dec,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,2014.0
179,29180,"Lafayette, LA Metro Area",274265,Lafayette,"Lafayette, LA",29180.0,"Lafayette, LA",LA,Jan,http://theadvocate.com/news/11470712-123/uber-launches-ride-share-service-in,2015.0
180,29340,"Lake Charles, LA Metro Area",198628,,,,,,,,2016.0
181,29420,"Lake Havasu City-Kingman, AZ Metro Area",200181,,,,,,,,2016.0
182,29460,"Lakeland-Winter Haven, FL Metro Area",602788,,,,,,,,2016.0
183,29540,"Lancaster, PA Metro Area",520156,Lancaster,"Lancaster, PA",29540.0,"Lancaster, PA",PA,Mar,https://newsroom.uber.com/us-pennsylvania/lancaster-york-and-reading-your-uber-has-arrived/,2015.0
184,29620,"Lansing-East Lansing, MI Metro Area",464076,Lansing-East Lansing,"Lansing-East Lansing, MI",29620.0,"Lansing-East Lansing, MI",MI,Jul,http://www.wilx.com/home/headlines/Uber-Launches-Ride-Share-Service-In-Lansing-Area-268528422.html,2014.0
185,29700,"Laredo, TX Metro Area",251632,Laredo,"Laredo, TX",29700.0,"Laredo, TX",TX,July,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwjdmLqizczkAhVQL6wKHawvAH4QFjAAegQIARAB&url=https%3A%2F%2Fwww.lmtonline.com%2Flocal%2Farticle%2FUber-launches-in-Laredo-11285780.php&usg=AOvVaw0G9uJ-GbZ9VmbyhIo3LzNu,2017.0
186,29740,"Las Cruces, NM Metro Area",210538,,,,,,,,2016.0
187,29820,"Las Vegas-Paradise, NV Metro Area",1954260,Las Vegas-Henderson-Paradise,"Las Vegas-Henderson-Paradise, NV",29820.0,"Las Vegas-Paradise, NV",NV,Sept,https://newsroom.uber.com/vegas/las-vegas-were-here/,2015.0
188,29940,"Lawrence, KS Metro Area",111130,Lawrence,"Lawrence, KS",29940.0,"Lawrence, KS",KS,Apr,http://www.kansas.com/news/politics-government/article19297086.html,2015.0
189,30020,"Lawton, OK Metro Area",125368,,,,,,,,2016.0
190,30140,"Lebanon, PA Metro Area",133688,Lebanon,"Lebanon, PA",30140.0,"Lebanon, PA",PA,Nov,https://www.ldnews.com/story/news/local/2016/11/11/uber-comes-lebanon-county-lyft-ride-sharing/91874380/,2016.0
191,30300,"Lewiston, ID-WA Metro Area",60946,,,,,,,,2016.0
192,30340,"Lewiston-Auburn, ME Metro Area",107623,,,,,,,,2016.0
193,30460,"Lexington-Fayette, KY Metro Area",473547,Lexington-Fayette,"Lexington-Fayette, KY",30460.0,"Lexington-Fayette, KY",KY,Jun,https://newsroom.uber.com/lexington/uber-lexington-launches-with-free-rides-for-2-weeks/,2014.0
194,30620,"Lima, OH Metro Area",106205,,,,,,,,2016.0
195,30700,"Lincoln, NE Metro Area",303151,Lincoln,"Lincoln, NE",30700.0,"Lincoln, NE",NE,Aug,http://ubernebraska.com/lincoln/,2014.0
196,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",701713,Little Rock-North Little Rock-Conway,"Little Rock-North Little Rock-Conway, AR",30780.0,"Little Rock-North Little Rock-Conway, AR",AR,Nov,https://newsroom.uber.com/arkansas/little-rock-your-uber-is-arriving-now/,2014.0
197,30860,"Logan, UT-ID Metro Area",125791,Logan,"Logan, ID",30860.0,"Logan, UT-ID",ID,Feb,https://www.cachevalleydaily.com/news/archive/2017/02/22/33425a3c-f877-11e6-8ee3-1f9c7a0d37dd/,2017.0
198,30980,"Longview, TX Metro Area",214602,,,,,,,,2016.0
199,31020,"Longview, WA Metro Area",102501,Longview,"Longview, WA",31020.0,"Longview, WA",WA,Mar,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=24&cad=rja&uact=8&ved=2ahUKEwiS-N7h2czkAhUJXKwKHfOCBvYQFjAXegQICRAB&url=https%3A%2F%2Fbigislandnow.com%2F2017%2F03%2F22%2Fneed-a-lyft-new-rideshare-company-begins-service-on-big-island%2F&usg=AOvVaw14t2rndSMWNzE7xLCSrKTf,2017.0
200,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",12849383,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",31100.0,"Los Angeles-Long Beach-Santa Ana, CA",CA,Mar,https://newsroom.uber.com/la/uber-la-officially-launched/,2012.0
201,31140,"Louisville/Jefferson County, KY-IN Metro Area",1287271,Louisville/Jefferson County,"Louisville/Jefferson County, IN",31140.0,"Louisville/Jefferson County, KY-IN",IN,May,https://blog.lyft.com/posts/2014/4/23/lyft-launches-24-cities-in-24-hours-on-the-24th,2014.0
202,31180,"Lubbock, TX Metro Area",288462,Lubbock,"Lubbock, TX",31180.0,"Lubbock, TX",TX,Jun,https://newsroom.uber.com/uber-lands-in-lubbock-with-two-weeks-of-free-rides/,2014.0
203,31340,"Lynchburg, VA Metro Area",251016,Lynchburg,"Lynchburg, VA",31340.0,"Lynchburg, VA",VA,Dec,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwiI3vL32MzkAhUD1qwKHWxNDWUQFjAAegQIAhAB&url=https%3A%2F%2Fwww.newsadvance.com%2Fbusiness%2Fall-hail-uber-car-service-comes-to-lynchburg%2Farticle_38bce018-8344-5db8-929a-0b13b13ecfaf.html&usg=AOvVaw25K0tDZTrNbSYChO1inZxY,2015.0
204,31420,"Macon, GA Metro Area",227880,,,,,,,,2016.0
205,31460,"Madera-Chowchilla, CA Metro Area",151408,,,,,,,,2016.0
206,31540,"Madison, WI Metro Area",569923,Madison,"Madison, WI",31540.0,"Madison, WI",WI,Mar,https://newsroom.uber.com/madison/madison-your-uber-has-arrived/,2014.0
207,31700,"Manchester-Nashua, NH Metro Area",401057,Manchester-Nashua,"Manchester-Nashua, NH",31700.0,"Manchester-Nashua, NH",NH,Oct,https://www.nhpr.org/post/ride-sharing-service-uber-comes-manchester,2014.0
208,31740,"Manhattan, KS Metro Area",127880,,,,,,,,2016.0
209,31860,"Mankato-North Mankato, MN Metro Area",96878,,,,,,,,2016.0
210,31900,"Mansfield, OH Metro Area",124177,,,,,,,,2016.0
211,32580,"McAllen-Edinburg-Mission, TX Metro Area",780087,,,,,,,,2016.0
212,32780,"Medford, OR Metro Area",203462,Medford,"Medford, OR",32780.0,"Medford, OR",OR,Dec,http://mailtribune.com/news/top-stories/uber-lyft-will-start-dec-1-in-medford,2017.0
213,32820,"Memphis, TN-MS-AR Metro Area",1316579,Memphis,"Memphis, TN-MS-AR",32820.0,"Memphis, TN-MS-AR",TN-MS-AR,Apr,https://www.memphisdailynews.com/news/2014/apr/25/ride-sharing-service-lyft-launches-in-memphis/,2014.0
214,32900,"Merced, CA Metro Area",256778,Merced,"Merced, CA",32900.0,"Merced, CA",CA,,,2016.0
215,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5582351,Miami-Fort Lauderdale-West Palm Beach,"Miami-Fort Lauderdale-West Palm Beach, FL",33100.0,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,Jun,http://www.miaminewtimes.com/news/uberx-will-launch-in-miami-today-defying-miami-dades-taxi-laws-6533024,2014.0
216,33140,"Michigan City-La Porte, IN Metro Area",111465,,,,,,,,2016.0
217,33260,"Midland, TX Metro Area",136975,,,,,,,,2016.0
218,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1557244,Milwaukee-Waukesha-West Allis,"Milwaukee-Waukesha-West Allis, WI",33340.0,"Milwaukee-Waukesha-West Allis, WI",WI,Feb,https://newsroom.uber.com/milwaukee/uber-rolls-into-brew-city-with-rider-zero-brandon-knight/,2014.0
219,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3286195,Minneapolis-St. Paul-Bloomington,"Minneapolis-St. Paul-Bloomington, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",MN-WI,Oct,https://thenextweb.com/insider/2012/10/25/uber-minnesota-twin-cities/,2012.0
220,33540,"Missoula, MT Metro Area",109494,Missoula,"Missoula, MT",33540.0,"Missoula, MT",MT,Aug,https://missoulian.com/news/local/uber-coming-to-missoula-aug/article_d1d20338-6eba-5340-a547-496972f85db4.html,2016.0
221,33660,"Mobile, AL Metro Area",413277,Mobile,"Mobile, AL",33660.0,"Mobile, AL",AL,Jun,https://newsroom.uber.com/al/algulfcoast/,2015.0
222,33700,"Modesto, CA Metro Area",515358,Modesto,"Modesto, CA",33700.0,"Modesto, CA",CA,Apr,https://newsroom.uber.com/sf/modesto-were-moving-in/,2014.0
223,33740,"Monroe, LA Metro Area",176664,,,,,,,,2016.0
224,33780,"Monroe, MI Metro Area",151932,,,,,,,,2016.0
225,33860,"Montgomery, AL Metro Area",376208,Montgomery,"Montgomery, AL",33860.0,"Montgomery, AL",AL,February ,https://www.al.com/news/montgomery/2016/01/montgomery_approves_uber_could.html,2016.0
226,34060,"Morgantown, WV Metro Area",130288,,,,,,,,2016.0
227,34100,"Morristown, TN Metro Area",136787,,,,,,,,2016.0
228,34580,"Mount Vernon-Anacortes, WA Metro Area",117102,Mount Vernon-Anacortes,"Mount Vernon-Anacortes, WA",34580.0,"Mount Vernon-Anacortes, WA",WA,,,2016.0
229,34620,"Muncie, IN Metro Area",117669,Muncie,"Muncie, IN",34620.0,"Muncie, IN",IN,Mar,https://www.thestarpress.com/story/news/local/2015/03/26/global-rideshare-app-uber-launching-muncie/70500334/,2015.0
230,34740,"Muskegon-Norton Shores, MI Metro Area",172068,,,,,,,,2016.0
231,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",270430,,,,,,,,2016.0
232,34900,"Napa, CA Metro Area",136858,Napa,"Napa, CA",34900.0,"Napa, CA",CA,May ,https://www.pressdemocrat.com/business/4697304-181/uber-targets-tourists-in-wine,2014.0
233,34940,"Naples-Marco Island, FL Metro Area",322472,Naples-Immokalee-Marco Island,"Naples-Immokalee-Marco Island, FL",34940.0,"Naples-Marco Island, FL",FL,December,,2014.0
234,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1593050,Nashville-Davidson--Murfreesboro--Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,Dec,https://twitter.com/uber/status/410868842273849344,2013.0
235,35300,"New Haven-Milford, CT Metro Area",862989,New Haven-Milford,"New Haven-Milford, CT",35300.0,"New Haven-Milford, CT",CT,April ,,2014.0
236,35380,"New Orleans-Metairie-Kenner, LA Metro Area",1173327,New Orleans-Metairie,"New Orleans-Metairie, LA",35380.0,"New Orleans-Metairie-Kenner, LA",LA,Apr,https://newsroom.uber.com/louisiana/uberx-and-uberxl-launch-in-new-orleans/,2015.0
237,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",18919983,,,,,,,,2013.0
238,35660,"Niles-Benton Harbor, MI Metro Area",156805,Niles-Benton Harbor,"Niles-Benton Harbor, MI",35660.0,"Niles-Benton Harbor, MI",MI,June,https://www.heraldpalladium.com/news/local/a-year-later-with-uber/article_36eff7fb-08bc-5d46-be25-d537168a3354.html,2017.0
239,35840,"North Port-Bradenton-Sarasota, FL Metro Area",703309,North Port-Sarasota-Bradenton,"North Port-Sarasota-Bradenton, FL",35840.0,"North Port-Bradenton-Sarasota, FL",FL,Dec,https://newsroom.uber.com/florida/uber-florida-is-expanding-across-the-sunshine-state-3/,2014.0
240,35980,"Norwich-New London, CT Metro Area",274055,,,,,,,,2016.0
241,36100,"Ocala, FL Metro Area",331290,Ocala,"Ocala, FL",36100.0,"Ocala, FL",FL,Dec,https://newsroom.uber.com/florida/uber-florida-is-expanding-across-the-sunshine-state-3/,2014.0
242,36140,"Ocean City, NJ Metro Area",97253,,,,,,,,2016.0
243,36220,"Odessa, TX Metro Area",137145,,,,,,,,2016.0
244,36260,"Ogden-Clearfield, UT Metro Area",551173,,,,,,,,2016.0
245,36420,"Oklahoma City, OK Metro Area",1257845,Oklahoma City,"Oklahoma City, OK",36420.0,"Oklahoma City, OK",OK,Oct,http://www.reddirtreport.com/rustys-free-time/uber-officially-arrives-oklahoma-city,2013.0
246,36500,"Olympia, WA Metro Area",253087,Olympia-Tumwater,"Olympia-Tumwater, WA",36500.0,"Olympia, WA",WA,Jul,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=2ahUKEwjc28WH28zkAhUHRK0KHQg2CkIQFjACegQIAxAB&url=https%3A%2F%2Fwww.uber.com%2Fblog%2Fseattle%2Fuber-arrives-in-thurston-county%2F&usg=AOvVaw3_MOc_7TSlaq_2Uitc6wmt,2016.0
247,36540,"Omaha-Council Bluffs, NE-IA Metro Area",868238,Omaha-Council Bluffs,"Omaha-Council Bluffs, IA",36540.0,"Omaha-Council Bluffs, NE-IA",IA,May,https://newsroom.uber.com/omaha/omaha-your-uber-has-arrived/,2014.0
248,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2140795,Orlando-Kissimmee-Sanford,"Orlando-Kissimmee-Sanford, FL",36740.0,"Orlando-Kissimmee-Sanford, FL",FL,Jun,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,2014.0
